pooling,split,balanced_families,trait,metric,mean,std,ci95,lo,hi,n
attention,family,False,motility,acc,0.7109515269597372,0.005708814365022695,0.014182625651248856,0.6967689013084883,0.725134152610986,3
attention,family,False,oxygen_tolerance,acc,0.655869205792745,0.003473176396995864,0.008628544827302298,0.6472406609654426,0.6644977506200473,3
attention,family,False,pathogenicity_animal,acc,0.886635939280192,0.005990773439432058,0.014883107352987415,0.8717528319272047,0.9015190466331794,3
attention,family,False,pathogenicity_human,acc,0.8743042548497518,0.0021255061944076238,0.005280476250793989,0.8690237785989579,0.8795847311005458,3
attention,family,False,ph_class,acc,0.5848739743232727,0.010495794329693296,0.026075102879956524,0.5587988714433162,0.6109490772032292,3
attention,family,False,pigmentation,acc,0.7321899731953939,0.0022850415244376862,0.005676815966765086,0.7265131572286289,0.737866789162159,3
attention,family,False,sporulation,acc,0.8990523417790731,0.0037763227255942573,0.009381662834152114,0.889670678944921,0.9084340046132252,3
attention,family,False,temperature_class,acc,0.789323071638743,0.010517875020764544,0.026129958784451,0.763193112854292,0.8154530304231941,3
attention,family,True,amr_phenotype,f1,0.3791905306474293,0.005926296990453005,0.014722926047251767,0.3644676046001775,0.3939134566946811,3
attention,family,True,biosafety_level,acc,0.8391243020693461,0.003937112938508352,0.009781120103618982,0.8293431819657271,0.848905422172965,3
attention,family,True,carbon_utilization,f1,0.5044063812128335,0.003959312056726167,0.009836270221198578,0.49457011099163495,0.5142426514340321,3
attention,family,True,catalase,acc,0.8555555740992228,0.002503855419787163,0.006220423687493773,0.849335150411729,0.8617759977867165,3
attention,family,True,cell_shape,acc,0.5502738555272421,0.015881238883419902,0.03945436855358432,0.5108194869736578,0.5897282240808264,3
attention,family,True,country,acc,0.04548032209277153,0.01366242685044664,0.033942089042982106,0.011538233049789424,0.07942241113575363,3
attention,family,True,cultivation_medium,f1,0.33177977804316067,0.00726238756390881,0.018042226908668156,0.31373755113449253,0.3498220049518288,3
attention,family,True,cytochrome_oxidase,acc,0.8209876418113708,0.01188267096406665,0.0295205734929606,0.7914670683184103,0.8505082153043314,3
attention,family,True,fatty_acid_profile,rmse,0.11342862057244796,0.007878155134742791,0.019572001812337234,0.09385661876011073,0.1330006223847852,3
attention,family,True,gram_stain,acc,0.9352359970410665,0.007177097536271396,0.01783033763421961,0.9174056594068469,0.9530663346752861,3
attention,family,True,halophily,acc,0.550737202167511,0.007708737888453822,0.019151112074232684,0.5315860900932783,0.5698883142417437,3
attention,family,True,isolation_source,acc,0.41166667143503827,0.04064583444652449,0.10097799952467029,0.310688671910368,0.5126446709597086,3
attention,family,True,metabolite_production,f1,0.11055047930449165,0.0031987914775390785,0.007946879888108186,0.10260359941638346,0.11849735919259984,3
